
['PA01AI01', '2019121915302362033904']
['PD01CD02', '可疑']
['PD01CS01', '10']
['PD01CR02', '2018.08.19']
['PD01CJ04', '20']
['PD01CJ05', '0']
['PD01CR03', '2018.04.19']
['PD01CS02', '4']
['PD01CJ06', '100']
['PD01CJ07', '20']
['PD01CJ08', '20']
['PD01CJ09', '20']
['PD01CJ10', '0']
['PD01CR04', '2018.08.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2013.01.19']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '主借款人']
['PD01BD01', '逾期']
['PD01BJ01', '1003']
['PD01BR02', '2018.04.19']
['PD01BJ02', '0']
['PD01BD03', '可疑']
['PD01BR03', '2018.08.20']
['PD01CD01', '逾期']
['PD01CJ01', '1003']
['PD01CD02', '可疑']
['PD01CS01', '10']
['PD01CR02', '2018.08.19']
['PD01CJ04', '20']
['PD01CJ05', '0']
['PD01CR03', '2018.04.19']
['PD01CS02', '4']
['PD01CJ06', '100']
['PD01CJ07', '20']
['PD01CJ08', '20']
['PD01CJ09', '20']
['PD01CJ10', '0']
['PD01CR04', '2018.08.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2015.01.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BJ01', '6000']
['PD01BR02', '2018.02.10']
['PD01BJ02', '800']
['PD01BD03', '正常']
['PD01BD04', 'N']
['PD01BR03', '2018.01.20']
['PD01CD01', '逾期']
['PD01CJ01', '6400']
['PD01CD02', '可疑']
['PD01CS01', '64']
['PD01CR02', '2018.01.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2017.09.19']
['PD01CS02', '4']
['PD01CJ06', '400']
['PD01CJ07', '100']
['PD01CJ08', '100']
['PD01CJ09', '100']
['PD01CJ10', '0']
['PD01CR04', '2018.01.20']
['PD01AD01', 'D1']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2015.08.10']
['PD01AD04', '人民币元']
['PD01AJ01', '100']
['PD01AR02', '2019.06.10']
['PD01AD05', '分期等额本息']
['PD01AD06', '月']
['PD01AS01', '99']
['PD01AD07', '抵押']
['PD01AD09', '无']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2017.06.10']
['PD01BJ02', '10']
['PD01BD03', '可疑']
['PD01BR03', '2017.06.30']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CD02', '可疑']
['PD01CS01', '1']
['PD01CR02', '2017.06.20']
['PD01CJ04', '1000']
['PD01CJ05', '10']
['PD01CR03', '2017.06.10']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '2000']
['PD01CJ08', '3000']
['PD01CJ09', '4000']
['PD01CJ10', '5000']
['PD01CR04', '2017.06.30']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2017.10.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BJ01', '400']
['PD01BR02', '2018.01.25']
['PD01BJ02', '400']
['PD01BD03', '正常']
['PD01BD04', 'N']
['PD01BR03', '2018.01.20']
['PD01CD01', '逾期']
['PD01CJ01', '9600']
['PD01CD02', '可疑']
['PD01CS01', '96']
['PD01CR02', '2018.01.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2017.10.16']
['PD01CS02', '4']
['PD01CJ06', '400']
['PD01CJ07', '100']
['PD01CJ08', '100']
['PD01CJ09', '100']
['PD01CJ10', '0']
['PD01CR04', '2018.01.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '个人住房公积金贷款']
['PD01AR01', '2014.01.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1004']
['PD01BR02', '2018.06.19']
['PD01BJ02', '0']
['PD01BD03', '次级']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1004']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '个人经营性贷款']
['PD01AR01', '2014.01.12']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1005']
['PD01BR02', '2018.06.19']
['PD01BJ02', '0']
['PD01BD03', '次级']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1005']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2014.01.14']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1006']
['PD01BR02', '2018.06.19']
['PD01BJ02', '0']
['PD01BD03', '次级']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1006']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2014.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1007']
['PD01BR02', '2018.06.19']
['PD01BJ02', '0']
['PD01BD03', '次级']
['PD01BR03', '2018.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '1007']
['PD01CD02', '次级']
['PD01CS01', '10']
['PD01CR02', '2018.09.19']
['PD01CJ04', '60']
['PD01CJ05', '0']
['PD01CR03', '2018.06.19']
['PD01CS02', '3']
['PD01CJ06', '200']
['PD01CJ07', '60']
['PD01CJ08', '60']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2014.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BJ01', '4800']
['PD01BR02', '2018.07.10']
['PD01BJ02', '4800']
['PD01BD03', '正常']
['PD01BD04', 'N']
['PD01BR03', '2018.06.20']
['PD01CD01', '逾期']
['PD01CJ01', '4800']
['PD01CD02', '关注']
['PD01CS01', '48']
['PD01CR02', '2018.06.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2018.05.19']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.06.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'X380']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '1']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '1']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '299']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'X380']
['PD01AD03', '农户贷款']
['PD01AR01', '2015.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '10']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '10']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '10']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '290']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'X380']
['PD01AD03', '股票质押式回购交易']
['PD01AR01', '2015.01.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '100']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '100']
['PD01CD02', '关注']
['PD01CS01', '1']
['PD01CR02', '2018.03.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '200']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'X380']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2015.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1000']
['PD01BR02', '2018.01.19']
['PD01BJ02', '0']
['PD01BD03', '关注']
['PD01BR03', '2018.03.20']
['PD01CD01', '逾期']
['PD01CJ01', '1000']
['PD01CD02', '关注']
['PD01CS01', '10']
['PD01CR02', '2018.03.19']
['PD01CJ04', '150']
['PD01CJ05', '0']
['PD01CR03', '2018.01.19']
['PD01CS02', '2']
['PD01CJ06', '300']
['PD01CJ07', '150']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2018.03.20']
['PD01AD01', 'D1']
['PD01AD02', '融资担保公司']
['PD01AI02', 'FY']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2010.10.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2019.06.10']
['PD01AD05', '分期等额本息']
['PD01AD06', '月']
['PD01AS01', '100']
['PD01AD07', '抵押']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1']
['PD01BR02', '2013.10.10']
['PD01BJ02', '10']
['PD01BD03', '正常']
['PD01BR03', '2013.10.30']
['PD01CD01', '逾期']
['PD01CJ01', '1']
['PD01CD02', '正常']
['PD01CS01', '1']
['PD01CR02', '2013.10.20']
['PD01CJ04', '1000']
['PD01CJ05', '10']
['PD01CR03', '2013.10.10']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '2000']
['PD01CJ08', '3000']
['PD01CJ09', '4000']
['PD01CJ10', '5000']
['PD01CR04', '2013.10.30']
['PD01AD01', 'D1']
['PD01AD02', '融资担保公司']
['PD01AI02', 'FY']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2011.10.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2019.06.10']
['PD01AD05', '分期等额本息']
['PD01AD06', '月']
['PD01AS01', '100']
['PD01AD07', '抵押']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '1']
['PD01BR02', '2014.10.10']
['PD01BJ02', '10']
['PD01BD03', '正常']
['PD01BR03', '2014.10.30']
['PD01CD01', '逾期']
['PD01CJ01', '1']
['PD01CD02', '正常']
['PD01CS01', '1']
['PD01CR02', '2014.10.20']
['PD01CJ04', '1000']
['PD01CJ05', '10']
['PD01CR03', '2014.10.10']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '2000']
['PD01CJ08', '3000']
['PD01CJ09', '4000']
['PD01CJ10', '5000']
['PD01CR04', '2014.10.30']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'H025']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2012.10.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2099.12.31']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '6400']
['PD01BR02', '2015.10.19']
['PD01BJ02', '1000']
['PD01BD03', '正常']
['PD01BR03', '2015.10.20']
['PD01CD01', '正常']
['PD01CJ01', '6400']
['PD01CD02', '正常']
['PD01CS01', '64']
['PD01CR02', '2015.10.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2015.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.10.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '个人汽车消费贷款']
['PD01AR01', '2012.11.10']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '其他类型非分期还款']
['PD01AD06', '其他']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '50000']
['PD01BR02', '2015.09.19']
['PD01BJ02', '10000']
['PD01BD03', '正常']
['PD01BR03', '2015.09.20']
['PD01CD01', '正常']
['PD01CJ01', '50000']
['PD01CD02', '正常']
['PD01CR02', '2015.09.19']
['PD01CJ04', '10000']
['PD01CJ05', '10000']
['PD01CR03', '2015.09.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资融券业务']
['PD01AR01', '2012.12.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '司法追偿']
['PD01BJ01', '8900']
['PD01BR02', '2013.09.19']
['PD01BJ02', '1000']
['PD01BD03', '正常']
['PD01BR03', '2013.09.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '8900']
['PD01CD02', '正常']
['PD01CS01', '89']
['PD01CR02', '2013.09.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2013.09.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2013.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2015.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '1000000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '司法追偿']
['PD01BJ01', '790000']
['PD01BR02', '2016.10.19']
['PD01BJ02', '100000']
['PD01BD03', '正常']
['PD01BR03', '2016.10.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '790000']
['PD01CD02', '正常']
['PD01CS01', '79']
['PD01CR02', '2016.10.19']
['PD01CJ04', '100000']
['PD01CJ05', '100000']
['PD01CR03', '2016.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2016.10.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '其他证券类融资']
['PD01AR01', '2012.12.10']
['PD01AD04', '美元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '5800']
['PD01BR02', '2015.09.19']
['PD01BJ02', '1000']
['PD01BD03', '未分类']
['PD01BR03', '2015.09.20']
['PD01CD01', '正常']
['PD01CJ01', '5800']
['PD01CD02', '未分类']
['PD01CS01', '67']
['PD01CR02', '2015.09.19']
['PD01CJ04', '1000']
['PD01CJ05', '1000']
['PD01CR03', '2015.09.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2013.02.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '逾期']
['PD01BJ01', '6900']
['PD01BR02', '2015.08.19']
['PD01BJ02', '0']
['PD01BD03', '未分类']
['PD01BR03', '2015.09.20']
['PD01CD01', '逾期']
['PD01CJ01', '6900']
['PD01CD02', '未分类']
['PD01CS01', '69']
['PD01CR02', '2015.09.19']
['PD01CJ04', '100']
['PD01CJ05', '0']
['PD01CR03', '2015.08.19']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2015.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2014.02.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '5600000']
['PD01BR02', '2017.10.19']
['PD01BJ02', '1000000']
['PD01BD03', '未分类']
['PD01BR03', '2017.10.20']
['PD01CD01', '正常']
['PD01CJ01', '5600000']
['PD01CD02', '未分类']
['PD01CS01', '56']
['PD01CR02', '2017.10.19']
['PD01CJ04', '1000000']
['PD01CJ05', '1000000']
['PD01CR03', '2017.10.19']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2017.10.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '个人住房公积金贷款']
['PD01AR01', '2014.02.14']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '正常']
['PD01BJ01', '10000']
['PD01BR02', '2014.02.14']
['PD01BJ02', '0']
['PD01BD03', '未分类']
['PD01BR03', '2014.02.20']
['PD01CD01', '正常']
['PD01CJ01', '10000']
['PD01CD02', '未分类']
['PD01CS01', '100']
['PD01CJ04', '0']
['PD01CJ05', '0']
['PD01CR03', '2014.02.14']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ07', '0']
['PD01CJ08', '0']
['PD01CJ09', '0']
['PD01CJ10', '0']
['PD01CR04', '2014.02.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '个人住房商业贷款']
['PD01AR01', '2011.01.10']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '个人助学贷款']
['PD01AR01', '2011.01.12']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '个人商用房（含商住两用）贷款']
['PD01AR01', '2011.01.13']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2011.01.14']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
['PD01BR03', '2012.09.20']
['PD01AD01', 'D1']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2011.01.16']
['PD01AD04', '人民币元']
['PD01AJ01', '100000']
['PD01AR02', '2020.12.20']
['PD01AD05', '分期等额本息']
['PD01AD06', '年']
['PD01AS01', '100']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2012.09.20']
